Key,Opponent,Value
Caitlyn,"('Leona', 'Jhin')",0.666
Caitlyn,"('Leona', 'Jinx')",0.4418749999999998
Caitlyn,"('Leona', ""Kai'Sa"")",0.6391249999999999
Caitlyn,"('Leona', ""Kog'Maw"")",0.600275
Caitlyn,"('Leona', 'Xayah')",0.7107749999999998
Caitlyn,"('Lulu', 'Aphelios')",0.6689749999999999
Caitlyn,"('Lulu', 'Ashe')",0.5883749999999999
Caitlyn,"('Lulu', 'Corki bot')",0.5998249999999998
Caitlyn,"('Lulu', 'Ezreal')",0.6187749999999999
Caitlyn,"('Lulu', 'Jhin')",0.757225
Caitlyn,"('Lulu', 'Jinx')",0.5888499999999999
Caitlyn,"('Lulu', ""Kai'Sa"")",0.6868500000000001
Caitlyn,"('Lulu', ""Kog'Maw"")",0.5870000000000001
Caitlyn,"('Lulu', 'Xayah')",0.65575
Caitlyn,"('Nami', 'Aphelios')",0.780675
Caitlyn,"('Nami', 'Ashe')",0.6220749999999998
Caitlyn,"('Nami', 'Corki bot')",0.4927749999999999
Caitlyn,"('Nami', 'Ezreal')",0.6777249999999999
Caitlyn,"('Nami', 'Jhin')",0.5946749999999998
Caitlyn,"('Nami', 'Jinx')",0.5947999999999999
Caitlyn,"('Nami', ""Kai'Sa"")",0.7837999999999999
Caitlyn,"('Nami', ""Kog'Maw"")",0.6677000000000001
Caitlyn,"('Nami', 'Xayah')",0.75645
Caitlyn,"('Nautilus', 'Aphelios')",0.74735
Caitlyn,"('Nautilus', 'Ashe')",0.6285
Caitlyn,"('Nautilus', 'Corki bot')",0.5812
Caitlyn,"('Nautilus', 'Ezreal')",0.6678999999999999
Caitlyn,"('Nautilus', 'Jhin')",0.70935
Caitlyn,"('Nautilus', 'Jinx')",0.6829749999999999
Caitlyn,"('Nautilus', ""Kai'Sa"")",0.737475
Caitlyn,"('Nautilus', ""Kog'Maw"")",0.6138750000000001
Caitlyn,"('Nautilus', 'Xayah')",0.641875
Caitlyn,"('Pyke', 'Aphelios')",0.6939249999999999
Caitlyn,"('Pyke', 'Ashe')",0.631825
Caitlyn,"('Pyke', 'Corki bot')",0.462025
Caitlyn,"('Pyke', 'Ezreal')",0.725475
Caitlyn,"('Pyke', 'Jhin')",0.711675
Caitlyn,"('Pyke', 'Jinx')",0.6033
Caitlyn,"('Pyke', ""Kai'Sa"")",0.7422999999999998
Caitlyn,"('Pyke', ""Kog'Maw"")",0.4924499999999999
Caitlyn,"('Pyke', 'Xayah')",0.5466999999999999
Caitlyn,"('Rakan', 'Aphelios')",0.48875
Caitlyn,"('Rakan', 'Ashe')",0.528525
Caitlyn,"('Rakan', 'Corki bot')",0.4378250000000001
Caitlyn,"('Rakan', 'Ezreal')",0.6169500000000001
Caitlyn,"('Rakan', 'Jhin')",0.6297
Caitlyn,"('Rakan', 'Jinx')",0.5859750000000001
Caitlyn,"('Rakan', ""Kai'Sa"")",0.6240249999999999
Caitlyn,"('Rakan', ""Kog'Maw"")",0.6103250000000001
Caitlyn,"('Rakan', 'Xayah')",0.59875
Caitlyn,"('Rell', 'Aphelios')",0.652775
Caitlyn,"('Rell', 'Ashe')",0.5719249999999999
Caitlyn,"('Rell', 'Corki bot')",0.455625
Caitlyn,"('Rell', 'Ezreal')",0.620325
Caitlyn,"('Rell', 'Jhin')",0.612525
Caitlyn,"('Rell', 'Jinx')",0.4969
Caitlyn,"('Rell', ""Kai'Sa"")",0.5823999999999999
Caitlyn,"('Rell', ""Kog'Maw"")",0.5055499999999999
Caitlyn,"('Rell', 'Xayah')",0.60855
Caitlyn,"('Thresh', 'Aphelios')",0.6705249999999999
Caitlyn,"('Thresh', 'Ashe')",0.6626749999999998
Caitlyn,"('Thresh', 'Corki bot')",0.569125
Caitlyn,"('Thresh', 'Ezreal')",0.733075
Caitlyn,"('Thresh', 'Jhin')",0.7335249999999999
Caitlyn,"('Thresh', 'Jinx')",0.5308999999999999
Caitlyn,"('Thresh', ""Kai'Sa"")",0.7016499999999999
Caitlyn,"('Thresh', ""Kog'Maw"")",0.5538000000000001
Caitlyn,"('Thresh', 'Xayah')",0.6205499999999999
Corki bot,"('Braum', 'Aphelios')",0.7866
Corki bot,"('Braum', 'Ashe')",0.6405499999999998
Corki bot,"('Braum', 'Caitlyn')",0.6058499999999999
Corki bot,"('Braum', 'Ezreal')",0.6326750000000001
Corki bot,"('Braum', 'Jhin')",0.7385250000000001
Corki bot,"('Braum', 'Jinx')",0.6401249999999998
Corki bot,"('Braum', ""Kai'Sa"")",0.6739
Corki bot,"('Braum', ""Kog'Maw"")",0.7189749999999999
Corki bot,"('Braum', 'Xayah')",0.6436
Corki bot,"('Karma', 'Aphelios')",0.8098000000000002
Corki bot,"('Karma', 'Ashe')",0.58875
Corki bot,"('Karma', 'Caitlyn')",0.6607999999999998
Corki bot,"('Karma', 'Ezreal')",0.7016249999999999
Corki bot,"('Karma', 'Jhin')",0.7039749999999999
Corki bot,"('Karma', 'Jinx')",0.5905749999999999
Corki bot,"('Karma', ""Kai'Sa"")",0.6858500000000001
Corki bot,"('Karma', ""Kog'Maw"")",0.5569250000000001
Corki bot,"('Karma', 'Xayah')",0.7478
Corki bot,"('Leona', 'Aphelios')",0.85655
Corki bot,"('Leona', 'Ashe')",0.6919
Corki bot,"('Leona', 'Caitlyn')",0.64295
Corki bot,"('Leona', 'Ezreal')",0.7119
Corki bot,"('Leona', 'Jhin')",0.742375
Corki bot,"('Leona', 'Jinx')",0.5029749999999998
Corki bot,"('Leona', ""Kai'Sa"")",0.6783750000000001
Corki bot,"('Leona', ""Kog'Maw"")",0.659075
Corki bot,"('Leona', 'Xayah')",0.7656999999999999
Corki bot,"('Lulu', 'Aphelios')",0.6886749999999999
Corki bot,"('Lulu', 'Ashe')",0.609875
Corki bot,"('Lulu', 'Caitlyn')",0.6761750000000001
Corki bot,"('Lulu', 'Ezreal')",0.6479999999999998
Corki bot,"('Lulu', 'Jhin')",0.8111
Corki bot,"('Lulu', 'Jinx')",0.62745
Corki bot,"('Lulu', ""Kai'Sa"")",0.696225
Corki bot,"('Lulu', ""Kog'Maw"")",0.6233000000000001
Corki bot,"('Lulu', 'Xayah')",0.688175
Corki bot,"('Nami', 'Aphelios')",0.790425
Corki bot,"('Nami', 'Ashe')",0.6314749999999999
